,id,n_groups,n_friends,n_bots,last_seen
0,550582161.0,2.0,3681.0,690.0,0.0
1,480340804.0,2.0,5000.0,1331.0,780.0
2,576831106.0,2.0,104.0,60.0,990766.0
3,543651264.0,2.0,3956.0,1376.0,60776.0
4,549270186.0,2.0,221.0,57.0,439335.0
5,519004586.0,2.0,5000.0,759.0,8636.0
6,572372834.0,2.0,995.0,241.0,72242.0
7,538821442.0,0.0,0.0,0.0,527.0
8,561805310.0,2.0,2122.0,307.0,360.0
9,559189122.0,2.0,2332.0,747.0,919260.0
10,563069243.0,0.0,0.0,0.0,465741.0
11,541052022.0,0.0,0.0,0.0,1018394.0
12,572428644.0,2.0,369.0,86.0,973408.0
13,359149288.0,2.0,44.0,4.0,609.0
14,534900628.0,0.0,0.0,0.0,399530.0
15,489512667.0,0.0,0.0,0.0,0.0
16,535277630.0,2.0,3771.0,872.0,745288.0
17,566035802.0,2.0,1388.0,249.0,22427.0
18,563372515.0,2.0,5000.0,1315.0,261471.0
19,565336617.0,2.0,1563.0,522.0,989762.0
20,556883386.0,0.0,0.0,0.0,95.0
21,535695347.0,0.0,0.0,0.0,55.0
22,550504351.0,2.0,4931.0,1434.0,345.0
23,565020778.0,0.0,0.0,0.0,0.0
24,558145185.0,0.0,0.0,0.0,0.0
25,556116153.0,0.0,0.0,0.0,760488.0
26,475885196.0,2.0,5000.0,414.0,16110.0
27,399266001.0,2.0,4371.0,1038.0,14841.0
28,564226117.0,2.0,4321.0,1564.0,9456.0
29,569504861.0,0.0,0.0,0.0,737288.0
30,558112042.0,2.0,477.0,130.0,23539.0
31,568061844.0,2.0,1947.0,505.0,204209.0
32,542686999.0,0.0,0.0,0.0,0.0
33,531823988.0,2.0,5000.0,1038.0,12395.0
34,561630904.0,2.0,3021.0,435.0,32222.0
35,517301555.0,2.0,1386.0,305.0,146.0
36,548797772.0,0.0,0.0,0.0,0.0
37,523805275.0,2.0,159.0,16.0,67556.0
38,553740639.0,2.0,30.0,9.0,236826.0
39,555868556.0,0.0,0.0,0.0,0.0
40,494334666.0,0.0,0.0,0.0,542083.0
41,564188973.0,2.0,5000.0,910.0,0.0
42,556908694.0,2.0,3527.0,1174.0,890917.0
43,560398831.0,2.0,2508.0,392.0,291.0
44,560216643.0,2.0,948.0,288.0,1178417.0
45,561914600.0,0.0,0.0,0.0,1172898.0
46,549443705.0,2.0,2974.0,893.0,2277.0
47,506970627.0,2.0,5000.0,1019.0,496.0
48,572023460.0,0.0,0.0,0.0,226440.0
49,571670389.0,2.0,316.0,5.0,38.0
50,563905475.0,0.0,0.0,0.0,435138.0
51,379549885.0,0.0,0.0,0.0,10810.0
52,494384517.0,2.0,3066.0,998.0,588020.0
53,563131121.0,0.0,0.0,0.0,0.0
54,577345796.0,0.0,0.0,0.0,16568.0
55,529956649.0,2.0,5000.0,1377.0,0.0
56,572070202.0,2.0,531.0,22.0,370604.0
57,565898603.0,2.0,1392.0,395.0,770001.0
58,576829693.0,0.0,0.0,0.0,0.0
59,549097456.0,2.0,219.0,62.0,1212032.0
60,549273638.0,2.0,1723.0,153.0,3099.0
61,557224344.0,2.0,1103.0,222.0,463.0
62,554925829.0,2.0,5000.0,1621.0,299.0
63,510681718.0,0.0,0.0,0.0,661488.0
64,568562548.0,2.0,2409.0,775.0,574034.0
65,521178043.0,2.0,387.0,82.0,212307.0
66,556656692.0,2.0,805.0,226.0,979714.0
67,552432238.0,0.0,0.0,0.0,0.0
68,505914452.0,2.0,1898.0,416.0,311825.0
69,561707232.0,2.0,5000.0,1204.0,166389.0
70,561032898.0,2.0,1503.0,461.0,699372.0
71,487898570.0,2.0,1510.0,348.0,29708.0
72,572559500.0,0.0,0.0,0.0,0.0
73,567847933.0,2.0,1478.0,453.0,984154.0
74,543195337.0,2.0,4873.0,1632.0,622210.0
75,575862249.0,0.0,0.0,0.0,977427.0
76,552107090.0,2.0,779.0,144.0,432594.0
77,552911809.0,2.0,2398.0,267.0,0.0
78,550326764.0,0.0,0.0,0.0,0.0
79,569920041.0,0.0,0.0,0.0,0.0
80,373526608.0,2.0,5000.0,1074.0,183.0
81,514931369.0,0.0,0.0,0.0,0.0
82,548993496.0,2.0,1612.0,501.0,1168996.0
83,557732930.0,2.0,4402.0,1304.0,637308.0
84,560589685.0,0.0,0.0,0.0,690255.0
85,291451184.0,2.0,3075.0,820.0,415289.0
86,577360137.0,0.0,0.0,0.0,0.0
87,562622516.0,2.0,77.0,20.0,1014090.0
88,548418904.0,2.0,5000.0,1333.0,42172.0
89,559656554.0,2.0,712.0,210.0,1122843.0
90,568622910.0,2.0,852.0,245.0,791476.0
91,420737229.0,2.0,5000.0,1185.0,636.0
92,555796556.0,0.0,0.0,0.0,0.0
93,511908818.0,2.0,85.0,23.0,1048616.0
94,509932005.0,2.0,4002.0,954.0,124446.0
95,558765295.0,0.0,0.0,0.0,0.0
96,552988373.0,2.0,1505.0,103.0,0.0
97,557777774.0,2.0,1803.0,490.0,309784.0
98,538750968.0,2.0,5000.0,1003.0,622210.0
99,473597418.0,0.0,0.0,0.0,1005650.0
100,370448582.0,0.0,0.0,0.0,815928.0
