,id,n_groups,n_friends,n_bots,last_seen
0,304863052.0,0.0,43.0,14.0,0.0
1,5666724.0,0.0,0.0,0.0,319.0
2,27527402.0,0.0,5000.0,1580.0,32151.0
3,31457453.0,0.0,0.0,0.0,527515.0
4,34081996.0,0.0,304.0,31.0,1791907.0
5,36350245.0,0.0,687.0,18.0,253.0
6,52622794.0,0.0,0.0,0.0,0.0
7,58671248.0,0.0,270.0,50.0,1174.0
8,66745804.0,0.0,563.0,63.0,899.0
9,67792909.0,0.0,431.0,35.0,5602.0
10,75165198.0,0.0,0.0,0.0,158.0
11,88578686.0,0.0,0.0,0.0,0.0
12,91753391.0,0.0,0.0,0.0,0.0
13,95074484.0,0.0,0.0,0.0,404.0
14,95226667.0,0.0,0.0,0.0,0.0
15,96484931.0,0.0,648.0,84.0,988.0
16,113279425.0,0.0,0.0,0.0,174.0
17,117727853.0,0.0,902.0,173.0,536096.0
18,118639837.0,0.0,424.0,81.0,354.0
19,138665101.0,0.0,110.0,5.0,57.0
20,138845794.0,0.0,0.0,0.0,0.0
21,139399462.0,0.0,278.0,17.0,795728.0
22,141333645.0,0.0,0.0,0.0,453677.0
23,144199887.0,0.0,94.0,9.0,3389976.0
24,144456184.0,0.0,283.0,28.0,680.0
25,150929833.0,0.0,0.0,0.0,0.0
26,152908471.0,0.0,119.0,2.0,188.0
27,154338645.0,0.0,0.0,0.0,0.0
28,155719875.0,0.0,313.0,9.0,333.0
29,178954739.0,0.0,274.0,40.0,288.0
30,193233148.0,0.0,0.0,0.0,0.0
31,200572138.0,0.0,0.0,0.0,559081.0
32,203397676.0,0.0,0.0,0.0,74.0
33,208358564.0,0.0,467.0,64.0,106.0
34,220134129.0,0.0,0.0,0.0,8857.0
35,222436914.0,0.0,0.0,0.0,0.0
36,231203212.0,0.0,417.0,25.0,1255350.0
37,257903523.0,0.0,0.0,0.0,0.0
38,258383448.0,0.0,0.0,0.0,0.0
39,266454724.0,0.0,109.0,19.0,2559242.0
40,304576576.0,0.0,0.0,0.0,0.0
41,307312415.0,0.0,0.0,0.0,0.0
42,309628553.0,0.0,0.0,0.0,0.0
43,309953580.0,0.0,2.0,0.0,3328748.0
