,id,n_groups,n_friends,n_bots,last_seen
0,67971038.0,2.0,442.0,84.0,0.0
1,12396565.0,0.0,0.0,0.0,509.0
2,58590741.0,2.0,320.0,42.0,775984.0
3,543569334.0,2.0,1172.0,113.0,640.0
4,258266347.0,0.0,0.0,0.0,0.0
5,8748636.0,2.0,358.0,32.0,981.0
6,2838263.0,0.0,0.0,0.0,1493.0
7,29939247.0,2.0,359.0,70.0,663.0
8,57839975.0,0.0,0.0,0.0,0.0
9,479845246.0,0.0,0.0,0.0,1360.0
10,25027563.0,0.0,0.0,0.0,546.0
11,9194072.0,0.0,0.0,0.0,554409.0
12,468734903.0,0.0,0.0,0.0,2115.0
13,249014664.0,0.0,0.0,0.0,898.0
14,25239779.0,0.0,0.0,0.0,786.0
15,353096447.0,2.0,225.0,9.0,10562.0
16,41600056.0,0.0,0.0,0.0,0.0
17,385529364.0,0.0,0.0,0.0,0.0
18,354532279.0,2.0,211.0,13.0,5.0
19,343381786.0,0.0,0.0,0.0,0.0
20,551509384.0,2.0,429.0,52.0,86.0
21,108779540.0,2.0,219.0,17.0,939.0
22,201468740.0,2.0,241.0,28.0,1177.0
23,185176780.0,2.0,372.0,26.0,246.0
24,30158736.0,2.0,383.0,17.0,2165.0
25,498423885.0,0.0,0.0,0.0,0.0
26,22323101.0,2.0,182.0,5.0,679.0
27,26923937.0,2.0,333.0,87.0,1227.0
28,240064240.0,0.0,0.0,0.0,0.0
29,15711015.0,2.0,867.0,134.0,2137.0
30,1031204.0,2.0,305.0,52.0,42928.0
31,7121711.0,0.0,0.0,0.0,622.0
32,152442511.0,0.0,0.0,0.0,8.0
33,20096009.0,0.0,0.0,0.0,0.0
34,12768143.0,0.0,0.0,0.0,711.0
35,14845817.0,0.0,0.0,0.0,0.0
36,134756160.0,2.0,246.0,67.0,173666.0
37,202255452.0,2.0,60.0,5.0,866.0
38,266061845.0,2.0,236.0,17.0,2111.0
39,237001314.0,2.0,254.0,74.0,2532109.0
40,41663572.0,2.0,191.0,6.0,720.0
41,438874479.0,0.0,0.0,0.0,651451.0
42,67802725.0,0.0,0.0,0.0,485.0
43,109411881.0,0.0,0.0,0.0,0.0
44,18279391.0,0.0,0.0,0.0,659.0
45,77366133.0,2.0,123.0,3.0,61.0
46,20262168.0,0.0,0.0,0.0,12991.0
47,353765362.0,0.0,0.0,0.0,240.0
48,54287784.0,2.0,418.0,51.0,582.0
49,548650579.0,2.0,590.0,132.0,38771.0
50,201653285.0,2.0,168.0,15.0,1375.0
51,247434646.0,2.0,480.0,51.0,285866.0
52,6057311.0,2.0,739.0,154.0,896.0
53,3498319.0,0.0,0.0,0.0,937.0
54,248488895.0,0.0,0.0,0.0,0.0
55,399630803.0,0.0,0.0,0.0,0.0
56,115389412.0,2.0,272.0,16.0,665.0
57,51867395.0,2.0,5000.0,412.0,393.0
58,15872625.0,0.0,0.0,0.0,0.0
59,148918902.0,0.0,0.0,0.0,385.0
60,297418690.0,2.0,272.0,30.0,70531.0
61,2065269.0,0.0,0.0,0.0,708.0
62,118078559.0,0.0,0.0,0.0,4678.0
63,162166445.0,2.0,5000.0,370.0,22.0
64,250265091.0,2.0,173.0,19.0,697029.0
65,247866935.0,2.0,157.0,3.0,27577.0
66,7997168.0,2.0,3326.0,718.0,899.0
67,412024431.0,0.0,0.0,0.0,0.0
68,10814824.0,2.0,884.0,154.0,14.0
69,23969761.0,2.0,271.0,10.0,3335.0
70,182319745.0,2.0,5000.0,41.0,194.0
71,11985787.0,2.0,814.0,44.0,490.0
72,16345362.0,2.0,5000.0,365.0,678.0
73,49341198.0,2.0,4430.0,744.0,1291.0
74,164180255.0,0.0,0.0,0.0,47.0
75,567756814.0,2.0,1326.0,86.0,1373.0
76,27496142.0,0.0,0.0,0.0,0.0
77,61887859.0,2.0,300.0,12.0,1192.0
78,337895867.0,0.0,0.0,0.0,0.0
79,33626559.0,2.0,46.0,2.0,14.0
80,6129767.0,0.0,0.0,0.0,0.0
81,196339730.0,2.0,687.0,63.0,1287.0
82,49491713.0,2.0,220.0,1.0,113.0
83,282630866.0,0.0,0.0,0.0,0.0
84,186003905.0,0.0,0.0,0.0,0.0
85,456127845.0,2.0,99.0,7.0,360714.0
86,4282660.0,0.0,0.0,0.0,0.0
87,137728584.0,0.0,0.0,0.0,0.0
88,94753154.0,2.0,2979.0,149.0,10796.0
89,275897925.0,2.0,200.0,29.0,1363609.0
90,54563617.0,0.0,0.0,0.0,36.0
91,31041646.0,0.0,0.0,0.0,0.0
92,95103062.0,2.0,226.0,26.0,1360.0
93,570383286.0,0.0,0.0,0.0,706.0
94,90597668.0,2.0,15.0,7.0,5775203.0
95,313932620.0,2.0,859.0,133.0,1658372.0
96,166104853.0,2.0,484.0,20.0,349.0
97,3601350.0,0.0,0.0,0.0,545.0
98,66576619.0,2.0,336.0,4.0,615.0
99,302372096.0,0.0,0.0,0.0,0.0
100,356970245.0,0.0,0.0,0.0,0.0
